location_id,killer_position_x,killer_position_y,victim_position_x,victim_position_y,match_id,detail_id,date_id,performance_id,game_time,match_id,year,month,hour,week,weekday,detail_id,match_id,killer_name,killer_placement,victim_name,victim_placement,weapon,time,match_id,game_size,match_mode,map,performance_id,name,match_id,dbno,dist_ride,dist_walk,dmg,kills,survive_time,assists
52,0.0,0.0,240347.40625,461138.8125,2U4GBNA0Ymk-WDUW3AYgNHjtbo0TYziCgDTaxWtvJciN-EZ_b_6KSDnrZsxuPDUw,2U4GB917Derrick_h,2017-11-16 23:11:38,2U4GB-Derrick_h,2017-11-16 23:11:38,2U4GBNA0Ymk-WDUW3AYgNHjtbo0TYziCgDTaxWtvJciN-EZ_b_6KSDnrZsxuPDUw,2017,11,23,46,5,2U4GB917Derrick_h,2U4GBNA0Ymk-WDUW3AYgNHjtbo0TYziCgDTaxWtvJciN-EZ_b_6KSDnrZsxuPDUw,Derrick_h,21,Nautilus101,17,SCAR-L,917,2U4GBNA0Ymk-WDUW3AYgNHjtbo0TYziCgDTaxWtvJciN-EZ_b_6KSDnrZsxuPDUw,50,tpp,ERANGEL,2U4GB-Derrick_h,Derrick_h,2U4GBNA0Ymk-WDUW3AYgNHjtbo0TYziCgDTaxWtvJciN-EZ_b_6KSDnrZsxuPDUw,2,2986.19556,1036.6864,260,2,893.5319999999999,0
